# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 12:53:52 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_orbsmax asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,disc_telescope,pl_orbsmax,pl_rade,st_rad,sy_dist
4565,Kepler-851 b,0.95 m Kepler Telescope,0.080200,1.680,0.85,839.2550000
826,HD 191939 b,0.1 m TESS Telescope,0.080400,3.410,0.94,53.6089000
1256,HD 97658 b,10 m Keck I Telescope,0.080500,2.120,0.73,21.5618000
2037,Kepler-1022 b,0.95 m Kepler Telescope,0.080500,2.360,0.68,420.0420000
2109,Kepler-1073 b,0.95 m Kepler Telescope,0.080500,2.300,1.00,809.8970000
2770,Kepler-1555 b,0.95 m Kepler Telescope,0.080500,1.610,1.06,2013.2700000
1494,K2-197 b,0.95 m Kepler Telescope,0.080600,2.560,0.93,247.6370000
2346,Kepler-1248 b,0.95 m Kepler Telescope,0.080600,1.180,1.21,593.0260000
2383,Kepler-1274 b,0.95 m Kepler Telescope,0.080600,1.420,2.17,614.6480000
4082,Kepler-500 b,0.95 m Kepler Telescope,0.080600,2.580,1.03,807.4800000
495,HD 102956 b,10 m Keck I Telescope,0.080700,13.800,4.55,121.8900000
3162,Kepler-1857 b,0.95 m Kepler Telescope,0.080700,1.961,1.01,853.2750000
4139,Kepler-54 c,0.95 m Kepler Telescope,0.080900,1.230,0.50,271.7010000
254,GJ 3929 c,Multiple Telescopes,0.081000,2.260,0.32,15.8095000
1813,K2-75 b,0.95 m Kepler Telescope,0.081000,2.670,1.56,561.9300000
3561,Kepler-269 c,0.95 m Kepler Telescope,0.081000,1.690,0.96,2257.3200000
4104,Kepler-518 b,0.95 m Kepler Telescope,0.081000,2.110,0.88,337.9010000
4157,Kepler-55 f,0.95 m Kepler Telescope,0.081000,1.590,0.62,578.7960000
4350,Kepler-690 b,0.95 m Kepler Telescope,0.081000,5.950,1.16,1665.3100000
4001,Kepler-444 f,0.95 m Kepler Telescope,0.081100,0.741,0.75,36.4396000
2175,Kepler-1119 b,0.95 m Kepler Telescope,0.081200,1.920,1.17,1757.2300000
3098,Kepler-1806 b,0.95 m Kepler Telescope,0.081300,2.356,0.79,978.0660000
5306,TOI-3693 b,0.1 m TESS Telescope,0.081300,12.599,0.79,176.4360000
5057,TOI-125 c,0.1 m TESS Telescope,0.081400,2.759,0.85,111.0590000
5341,TOI-4342 c,0.1 m TESS Telescope,0.081400,2.415,0.60,61.5204000
2418,Kepler-1301 b,0.95 m Kepler Telescope,0.081500,1.400,0.81,854.2800000
4277,Kepler-633 b,0.95 m Kepler Telescope,0.081500,1.630,1.15,680.5400000
5714,XO-6 b,Canon 200mm f/1.8L,0.081500,23.203,1.93,235.4790000
2642,Kepler-1468 b,0.95 m Kepler Telescope,0.081700,1.730,1.05,1899.2400000
2685,Kepler-1497 b,0.95 m Kepler Telescope,0.081700,1.660,0.95,1122.0000000
217,GJ 251 b,10 m Keck I Telescope,0.081800,1.830,0.36,5.5805700
1780,K2-5 c,0.95 m Kepler Telescope,0.081800,2.260,0.57,202.9430000
4415,Kepler-75 b,0.95 m Kepler Telescope,0.081800,11.770,0.89,835.3560000
1589,K2-268 c,0.95 m Kepler Telescope,0.081900,2.690,0.78,327.7830000
2990,Kepler-1722 b,0.95 m Kepler Telescope,0.081900,2.867,0.79,772.2830000
264,GJ 4276 b,3.5 m telescope,0.082000,4.220,0.41,21.3362000
2412,Kepler-1298 b,0.95 m Kepler Telescope,0.082000,1.310,2.00,544.1630000
2812,Kepler-159 b,0.95 m Kepler Telescope,0.082000,2.380,0.66,373.7440000
3597,Kepler-282 b,0.95 m Kepler Telescope,0.082000,1.010,0.90,1337.6100000
3601,Kepler-283 b,0.95 m Kepler Telescope,0.082000,2.130,0.57,468.0940000
3898,Kepler-391 b,0.95 m Kepler Telescope,0.082000,3.200,3.57,869.2360000
3968,Kepler-422 b,0.95 m Kepler Telescope,0.082000,12.890,1.24,722.7950000
4015,Kepler-450 d,0.95 m Kepler Telescope,0.082000,0.837,1.64,455.9820000
5036,TOI-1180 b,0.1 m TESS Telescope,0.082000,3.036,0.74,72.0238000
5160,TOI-1794 b,0.1 m TESS Telescope,0.082000,3.297,1.32,155.7910000
235,GJ 3293 e,3.6 m ESO Telescope,0.082080,1.630,0.40,20.1903000
3080,Kepler-1794 b,0.95 m Kepler Telescope,0.082100,1.794,0.82,561.2290000
4029,Kepler-461 b,0.95 m Kepler Telescope,0.082100,2.580,0.91,692.1580000
5557,WASP-148 b,Canon 200mm f/1.8L,0.082150,8.474,0.91,246.3530000
3016,Kepler-1743 b,0.95 m Kepler Telescope,0.082200,1.599,1.61,538.8070000
5352,TOI-451 c,0.1 m TESS Telescope,0.082300,3.100,0.88,123.7390000
5027,TOI-1135 b,0.1 m TESS Telescope,0.082337,9.341,1.15,114.0480000
1614,K2-285 c,0.95 m Kepler Telescope,0.082400,3.530,0.79,154.9610000
5509,V1298 Tau c,0.95 m Kepler Telescope,0.082500,5.590,1.34,108.1990000
4546,Kepler-84 b,0.95 m Kepler Telescope,0.082700,2.230,1.43,1023.9000000
4717,Kepler-971 b,0.95 m Kepler Telescope,0.082700,2.130,0.85,338.5220000
2771,Kepler-1556 b,0.95 m Kepler Telescope,0.082900,1.960,0.95,944.5400000
1133,HD 63935 b,0.1 m TESS Telescope,0.083000,2.916,0.96,48.9739000
1419,K2-149 b,0.95 m Kepler Telescope,0.083000,1.640,0.57,123.6760000
2367,Kepler-1262 b,0.95 m Kepler Telescope,0.083000,1.820,0.98,1054.8700000
2460,Kepler-133 b,0.95 m Kepler Telescope,0.083000,1.760,1.43,653.6000000
3703,Kepler-317 c,0.95 m Kepler Telescope,0.083000,1.720,0.94,940.5840000
3904,Kepler-394 b,0.95 m Kepler Telescope,0.083000,1.600,1.13,1058.7200000
5439,TOI-715 b,0.1 m TESS Telescope,0.083000,1.550,0.24,42.4048000
5249,TOI-2416 b,0.1 m TESS Telescope,0.083100,9.864,1.24,557.7330000
4374,Kepler-714 b,0.95 m Kepler Telescope,0.083200,9.670,1.12,2083.3700000
1364,K2-105 b,0.95 m Kepler Telescope,0.083300,3.590,0.97,197.9890000
2354,Kepler-1254 b,0.95 m Kepler Telescope,0.083300,1.550,0.75,622.8180000
1518,K2-214 b,0.95 m Kepler Telescope,0.083400,2.430,1.27,300.6400000
4505,Kepler-81 c,0.95 m Kepler Telescope,0.083470,2.370,0.59,348.2910000
4226,Kepler-60 c,0.95 m Kepler Telescope,0.083500,1.900,1.26,1025.1000000
4470,Kepler-788 b,0.95 m Kepler Telescope,0.083500,2.550,1.23,1775.8000000
2206,Kepler-114 d,0.95 m Kepler Telescope,0.083580,2.530,0.54,259.5330000
2880,Kepler-1640 b,0.95 m Kepler Telescope,0.083600,4.820,1.43,1859.7800000
2104,Kepler-107 d,0.95 m Kepler Telescope,0.083770,0.860,1.45,525.9970000
2008,Kepler-1001 c,0.95 m Kepler Telescope,0.084000,1.578,0.84,928.9780000
3398,Kepler-215 b,0.95 m Kepler Telescope,0.084000,1.620,1.03,485.9970000
3496,Kepler-247 c,0.95 m Kepler Telescope,0.084000,4.090,0.77,663.7110000
4298,Kepler-65 d,0.95 m Kepler Telescope,0.084000,1.520,1.41,303.7280000
4450,Kepler-771 b,0.95 m Kepler Telescope,0.084300,1.820,1.05,1393.8500000
114,CoRoT-30 b,0.27 m CoRoT Telescope,0.084400,11.310,0.91,1032.2300000
2272,Kepler-1190 b,0.95 m Kepler Telescope,0.084500,1.330,0.72,342.5090000
3200,Kepler-1884 b,0.95 m Kepler Telescope,0.084500,1.814,0.91,1443.0900000
3219,Kepler-19 b,0.95 m Kepler Telescope,0.084600,2.209,0.86,218.5620000
3980,Kepler-431 c,0.95 m Kepler Telescope,0.084700,0.668,1.09,486.5460000
2344,Kepler-1246 b,0.95 m Kepler Telescope,0.084800,1.360,0.69,436.5050000
4704,Kepler-963 b,0.95 m Kepler Telescope,0.084900,2.660,0.87,771.4940000
647,HD 140901 b,Multiple Telescopes,0.085000,4.070,0.95,15.2528000
2805,Kepler-1583 b,0.95 m Kepler Telescope,0.085000,0.600,0.91,403.9330000
3061,Kepler-178 b,0.95 m Kepler Telescope,0.085000,2.900,1.07,716.0250000
3714,Kepler-320 b,0.95 m Kepler Telescope,0.085000,1.140,1.11,826.6130000
3803,Kepler-352 b,0.95 m Kepler Telescope,0.085000,0.860,0.78,252.7330000
3877,Kepler-381 d,0.95 m Kepler Telescope,0.085000,1.067,2.19,267.3230000
4249,Kepler-615 b,0.95 m Kepler Telescope,0.085000,1.740,0.69,330.0000000
5071,TOI-1279 b,0.1 m TESS Telescope,0.085000,2.661,0.84,107.0550000
5633,WASP-47 d,0.95 m Kepler Telescope,0.085000,3.650,1.16,264.7800000
4698,Kepler-958 b,0.95 m Kepler Telescope,0.085200,2.060,0.86,449.7730000
4194,Kepler-579 b,0.95 m Kepler Telescope,0.085400,2.000,0.96,530.7650000
4266,Kepler-623 b,0.95 m Kepler Telescope,0.085400,3.010,0.86,737.7020000
5230,TOI-2207 b,0.1 m TESS Telescope,0.085400,11.153,1.56,373.3450000
120,CoRoT-6 b,0.27 m CoRoT Telescope,0.085500,13.068,1.03,645.2940000
3535,Kepler-26 b,0.95 m Kepler Telescope,0.085510,2.780,0.51,335.3070000
5322,TOI-406.01,0.1 m TESS Telescope,0.085518,1.960,0.39,31.0597000
1817,K2-8 b,0.95 m Kepler Telescope,0.085600,3.580,0.74,403.5130000
3296,Kepler-1958 b,0.95 m Kepler Telescope,0.085600,2.051,0.86,1320.3800000
1445,K2-166 b,0.95 m Kepler Telescope,0.085800,2.190,1.61,476.8820000
5471,TOI-942 c,0.1 m TESS Telescope,0.085980,4.670,0.89,152.6010000
1837,K2-97 b,0.95 m Kepler Telescope,0.086000,10.610,4.47,878.4300000
3827,Kepler-361 b,0.95 m Kepler Telescope,0.086000,1.450,1.34,930.3200000
2032,Kepler-102 d,0.95 m Kepler Telescope,0.086180,1.154,0.72,107.7960000
4540,Kepler-834 b,0.95 m Kepler Telescope,0.086200,2.020,0.66,633.9370000
4693,Kepler-953 c,0.95 m Kepler Telescope,0.086200,1.190,0.99,258.8930000
4052,Kepler-48 c,0.95 m Kepler Telescope,0.086293,2.710,0.89,306.7380000
1692,K2-358 b,0.95 m Kepler Telescope,0.086300,2.680,0.91,480.3070000
2735,Kepler-1530 d,0.95 m Kepler Telescope,0.086500,3.279,1.30,489.8760000
2940,Kepler-1686 b,0.95 m Kepler Telescope,0.086600,1.426,1.20,729.8230000
4659,Kepler-927 b,0.95 m Kepler Telescope,0.086600,1.720,0.99,831.6850000
2756,Kepler-1543 b,0.95 m Kepler Telescope,0.086700,2.710,1.65,921.7840000
2219,Kepler-115 c,0.95 m Kepler Telescope,0.087000,2.600,1.21,623.6090000
3234,Kepler-191 b,0.95 m Kepler Telescope,0.087000,1.340,0.79,594.4640000
3420,Kepler-221 d,0.95 m Kepler Telescope,0.087000,2.730,0.82,385.2310000
3487,Kepler-244 c,0.95 m Kepler Telescope,0.087000,2.050,0.80,1036.4900000
3689,Kepler-311 b,0.95 m Kepler Telescope,0.087000,1.700,1.19,778.6540000
3751,Kepler-333 b,0.95 m Kepler Telescope,0.087000,1.320,0.53,324.4130000
3829,Kepler-362 b,0.95 m Kepler Telescope,0.087000,0.880,0.72,1090.5100000
3914,Kepler-398 c,0.95 m Kepler Telescope,0.087000,1.010,0.61,177.3550000
3921,Kepler-400 b,0.95 m Kepler Telescope,0.087000,1.650,1.15,845.9700000
3928,Kepler-402 d,0.95 m Kepler Telescope,0.087000,1.380,1.26,625.3390000
4081,Kepler-50 c,0.95 m Kepler Telescope,0.087000,2.170,1.58,250.1100000
2749,Kepler-154 f,0.95 m Kepler Telescope,0.087100,1.500,0.98,915.2120000
3288,Kepler-1950 b,0.95 m Kepler Telescope,0.087100,1.527,0.85,697.2530000
5570,WASP-162 b,Canon 200mm f/1.8L,0.087100,11.209,1.11,310.8410000
2167,Kepler-1111 b,0.95 m Kepler Telescope,0.087200,2.000,1.15,841.5360000
3178,Kepler-1867 b,0.95 m Kepler Telescope,0.087200,1.160,0.82,680.5830000
4499,Kepler-804 c,0.95 m Kepler Telescope,0.087200,1.140,1.05,649.6500000
5339,TOI-4336 A b,0.1 m TESS Telescope,0.087200,2.120,0.33,22.5455000
4376,Kepler-716 b,0.95 m Kepler Telescope,0.087300,2.900,0.78,635.0090000
4434,Kepler-761 b,0.95 m Kepler Telescope,0.087400,2.030,0.93,830.7070000
2225,Kepler-1154 c,0.95 m Kepler Telescope,0.087500,2.360,1.43,1460.1000000
242,GJ 3473 c,Multiple Telescopes,0.087600,2.630,0.36,27.3644000
4772,LSPM J2116+0234 b,3.5 m telescope,0.087600,3.710,0.43,17.6297000
5165,TOI-1806.01,0.1 m TESS Telescope,0.087735,3.410,0.40,55.5211000
2809,Kepler-1587 b,0.95 m Kepler Telescope,0.087800,1.330,1.22,1026.4800000
5187,TOI-2000 c,0.1 m TESS Telescope,0.087800,8.140,1.13,175.7130000
4286,Kepler-641 b,0.95 m Kepler Telescope,0.087900,1.850,1.13,969.9180000
903,HD 215152 d,3.6 m ESO Telescope,0.087990,1.480,0.73,21.5974000
572,HD 115404 A b,Multiple Telescopes,0.088000,6.090,0.73,10.9816000
794,HD 18143 b,Multiple Telescopes,0.088000,3.280,0.87,22.5243000
1767,K2-416 b,0.95 m Kepler Telescope,0.088000,2.660,0.55,120.3110000
2247,Kepler-1170 b,0.95 m Kepler Telescope,0.088000,2.410,0.76,1050.4500000
2284,Kepler-120 c,0.95 m Kepler Telescope,0.088000,1.530,0.53,388.6300000
3206,Kepler-189 b,0.95 m Kepler Telescope,0.088000,1.210,0.75,591.5340000
3541,Kepler-261 b,0.95 m Kepler Telescope,0.088000,2.180,0.79,317.4990000
3781,Kepler-343 b,0.95 m Kepler Telescope,0.088000,2.410,1.43,927.1930000
4362,Kepler-702 b,0.95 m Kepler Telescope,0.088000,9.170,0.86,992.0710000
5198,TOI-2076 b,0.1 m TESS Telescope,0.088000,2.771,0.80,41.9091000
1602,K2-275 c,0.95 m Kepler Telescope,0.088100,2.210,0.69,123.4380000
3567,Kepler-271 b,0.95 m Kepler Telescope,0.088100,1.230,0.87,404.5420000
341,HAT-P-17 b,Canon 200mm f/1.8L,0.088200,11.769,0.87,92.3831000
2537,Kepler-1388 b,0.95 m Kepler Telescope,0.088200,2.590,0.61,453.7950000
4739,Kepler-990 b,0.95 m Kepler Telescope,0.088300,2.600,1.08,802.1630000
5403,TOI-561 c,0.1 m TESS Telescope,0.088400,2.910,0.84,85.7990000
2523,Kepler-1378 b,0.95 m Kepler Telescope,0.088500,2.200,0.67,506.4340000
3148,Kepler-1845 b,0.95 m Kepler Telescope,0.088500,2.438,0.70,710.7240000
1533,K2-224 c,0.95 m Kepler Telescope,0.088600,2.410,0.84,275.2550000
4515,Kepler-818 b,0.95 m Kepler Telescope,0.088600,5.110,0.92,925.0370000
5046,TOI-1227 b,0.1 m TESS Telescope,0.088600,9.572,0.56,100.6410000
1432,K2-158 b,0.95 m Kepler Telescope,0.088700,2.640,0.95,197.2990000
4512,Kepler-815 b,0.95 m Kepler Telescope,0.088800,4.110,3.42,1259.2800000
5364,TOI-4603 b,0.1 m TESS Telescope,0.088800,11.680,2.74,225.6430000
5458,TOI-837 b,0.1 m TESS Telescope,0.088800,9.169,1.05,142.4880000
2462,Kepler-1330 b,0.95 m Kepler Telescope,0.088900,1.650,0.94,1720.4800000
238,GJ 3341 b,3.6 m ESO Telescope,0.089000,2.460,0.44,23.6190000
259,GJ 3998 c,3.58 m Telescopio Nazionale Galileo,0.089000,2.380,0.49,18.1459000
1979,KOI-351 c,0.95 m Kepler Telescope,0.089000,1.190,1.20,848.2540000
3405,Kepler-217 c,0.95 m Kepler Telescope,0.089000,1.850,1.80,1104.6400000
3431,Kepler-224 d,0.95 m Kepler Telescope,0.089000,2.300,0.68,782.0880000
3516,Kepler-253 c,0.95 m Kepler Telescope,0.089000,2.650,0.79,838.5950000
5702,Wolf 1061 c,3.6 m ESO Telescope,0.089000,1.660,0.31,4.3059200
5227,TOI-220 b,0.1 m TESS Telescope,0.089110,3.030,0.86,90.7402000
2931,Kepler-1679 b,0.95 m Kepler Telescope,0.089200,2.069,0.87,909.2800000
5193,TOI-2025 b,0.1 m TESS Telescope,0.089200,11.893,1.46,335.9850000
4159,Kepler-551 b,0.95 m Kepler Telescope,0.089300,2.730,0.63,311.1750000
2601,Kepler-1434 b,0.95 m Kepler Telescope,0.089400,1.110,2.04,775.5290000
4057,Kepler-481 b,0.95 m Kepler Telescope,0.089400,2.500,1.09,813.7240000
4361,Kepler-701 b,0.95 m Kepler Telescope,0.089500,2.840,0.84,774.1520000
4513,Kepler-816 b,0.95 m Kepler Telescope,0.089500,10.240,0.85,983.6970000
2410,Kepler-1296 b,0.95 m Kepler Telescope,0.089600,0.910,0.83,1551.5400000
4060,Kepler-484 b,0.95 m Kepler Telescope,0.089600,2.280,0.87,382.1360000
4077,Kepler-498 b,0.95 m Kepler Telescope,0.089700,3.030,0.96,938.8440000
3766,Kepler-338 e,0.95 m Kepler Telescope,0.089744,1.560,1.74,552.7980000
2669,Kepler-1487 b,0.95 m Kepler Telescope,0.089800,2.130,1.63,1014.6200000
4172,Kepler-560 b,0.95 m Kepler Telescope,0.089900,1.720,0.33,109.3080000
101,CoRoT-20 b,0.27 m CoRoT Telescope,0.090000,9.416,1.02,844.0610000
118,CoRoT-4 b,0.27 m CoRoT Telescope,0.090000,13.340,1.17,726.4120000
725,HD 15906 b,0.1 m TESS Telescope,0.090000,2.240,0.76,45.5621000
3247,Kepler-192 b,0.95 m Kepler Telescope,0.090000,2.740,1.01,651.6740000
3312,Kepler-197 c,0.95 m Kepler Telescope,0.090000,1.230,1.12,330.5750000
3359,Kepler-200 c,0.95 m Kepler Telescope,0.090000,1.590,0.94,665.9120000
3438,Kepler-227 b,0.95 m Kepler Telescope,0.090000,3.110,1.09,1083.0600000
3679,Kepler-308 b,0.95 m Kepler Telescope,0.090000,2.120,0.94,1335.9200000
3710,Kepler-32 c,0.95 m Kepler Telescope,0.090000,2.000,0.53,323.8470000
3733,Kepler-327 d,0.95 m Kepler Telescope,0.090000,1.730,0.49,241.9870000
4335,Kepler-68 c,0.95 m Kepler Telescope,0.090080,0.979,1.26,144.1660000
2293,Kepler-1208 b,0.95 m Kepler Telescope,0.090100,2.320,0.76,825.1760000
2976,Kepler-1712 b,0.95 m Kepler Telescope,0.090300,2.284,0.51,156.2640000
5113,TOI-1478 b,0.1 m TESS Telescope,0.090300,11.882,1.05,152.8920000
5452,TOI-815 b,0.1 m TESS Telescope,0.090300,2.940,0.77,59.7117000
5595,WASP-185 b,Canon 200mm f/1.8L,0.090400,14.011,1.50,279.3500000
329,Gl 49 b,Multiple Telescopes,0.090500,2.240,0.51,9.8528000
1791,K2-59 c,0.95 m Kepler Telescope,0.090500,2.300,0.73,311.3130000
2717,Kepler-1518 c,0.95 m Kepler Telescope,0.090500,2.900,1.34,903.5100000
963,HD 23472 f,0.1 m TESS Telescope,0.090600,1.137,0.71,39.0341000
2313,Kepler-1221 b,0.95 m Kepler Telescope,0.090600,1.880,0.82,913.6500000
510,HD 106315 b,0.95 m Kepler Telescope,0.090700,2.440,1.30,109.3530000
2603,Kepler-1436 b,0.95 m Kepler Telescope,0.090700,1.310,1.09,2530.6200000
4628,Kepler-903 b,0.95 m Kepler Telescope,0.090700,2.010,0.97,1369.2400000
229,GJ 3222 b,Multiple Telescopes,0.091000,3.400,0.93,18.2381700
330,Gl 686 b,3.58 m Telescopio Nazionale Galileo,0.091000,2.460,0.43,8.1572800
505,HD 105618 b,Multiple Telescopes,0.091000,5.440,1.27,70.0837000
1338,HIP 97166 b,0.1 m TESS Telescope,0.091000,2.480,0.84,65.9501000
1420,K2-15 b,0.95 m Kepler Telescope,0.091000,2.480,0.68,493.9920000
1446,K2-167 b,0.95 m Kepler Telescope,0.091000,2.300,1.49,80.8994000
1832,K2-9 b,0.95 m Kepler Telescope,0.091000,2.250,0.31,82.9631000
2146,Kepler-11 b,0.95 m Kepler Telescope,0.091000,1.800,1.06,646.3460000
3423,Kepler-222 c,0.95 m Kepler Telescope,0.091000,4.640,0.87,758.8540000
3572,Kepler-272 d,0.95 m Kepler Telescope,0.091000,2.250,0.93,889.6080000
3769,Kepler-339 d,0.95 m Kepler Telescope,0.091000,1.170,0.80,616.6370000
3902,Kepler-393 b,0.95 m Kepler Telescope,0.091000,1.290,1.38,881.4040000
3974,Kepler-427 b,0.95 m Kepler Telescope,0.091000,13.790,1.35,1017.8000000
4125,Kepler-53 d,0.95 m Kepler Telescope,0.091000,2.120,0.96,1366.0700000
5017,TOI-1052 b,0.1 m TESS Telescope,0.091030,2.870,1.26,129.8040000
1640,K2-318 b,0.95 m Kepler Telescope,0.091100,1.660,0.55,147.8660000
2656,Kepler-1477 b,0.95 m Kepler Telescope,0.091100,1.180,0.78,680.8280000
4048,Kepler-477 b,0.95 m Kepler Telescope,0.091100,2.070,0.79,367.0000000
219,GJ 273 b,3.6 m ESO Telescope,0.091101,1.510,0.29,5.9215350
2526,Kepler-138 c,0.95 m Kepler Telescope,0.091300,1.510,0.54,66.8624000
2239,Kepler-1165 b,0.95 m Kepler Telescope,0.091400,1.550,1.18,1575.2000000
2325,Kepler-1231 b,0.95 m Kepler Telescope,0.091400,1.420,1.00,987.2370000
3319,Kepler-1978 b,0.95 m Kepler Telescope,0.091400,2.670,0.78,865.5120000
5137,TOI-172 b,0.1 m TESS Telescope,0.091400,10.817,1.78,342.8310000
3092,Kepler-1801 b,0.95 m Kepler Telescope,0.091500,2.709,0.98,839.3320000
4410,Kepler-745 b,0.95 m Kepler Telescope,0.091500,2.160,1.04,1780.3800000
4598,Kepler-880 b,0.95 m Kepler Telescope,0.091500,2.660,1.74,601.3240000
1393,K2-132 b,0.95 m Kepler Telescope,0.091600,14.572,3.85,609.8180000
3426,Kepler-223 c,0.95 m Kepler Telescope,0.091600,3.440,1.72,1859.7100000
4614,Kepler-894 b,0.95 m Kepler Telescope,0.091600,2.780,0.85,1162.9100000
2529,Kepler-1380 b,0.95 m Kepler Telescope,0.091700,1.430,0.94,2462.9400000
3044,Kepler-1765 b,0.95 m Kepler Telescope,0.091700,2.495,1.06,764.4560000
3677,Kepler-307 b,0.95 m Kepler Telescope,0.091700,2.430,0.81,575.5810000
5521,WASP-106 b,Canon 200mm f/1.8L,0.091700,11.433,1.31,352.1810000
2519,Kepler-1374 b,0.95 m Kepler Telescope,0.091800,2.290,0.81,1078.4600000
3280,Kepler-1944 b,0.95 m Kepler Telescope,0.091800,2.760,0.97,1076.4800000
3336,Kepler-1989 b,0.95 m Kepler Telescope,0.091800,4.620,1.06,1252.1300000
3033,Kepler-1758 b,0.95 m Kepler Telescope,0.091900,2.571,1.62,1588.4100000
3619,Kepler-29 b,0.95 m Kepler Telescope,0.091900,2.550,0.73,832.5320000
104,CoRoT-22 b,0.27 m CoRoT Telescope,0.092000,4.880,1.14,627.1580000
208,GJ 180 b,Multiple Telescopes,0.092000,2.430,0.41,11.9407000
819,HD 190007 b,Multiple Telescopes,0.092000,4.060,0.79,12.7141000
2474,Kepler-134 c,0.95 m Kepler Telescope,0.092000,1.260,1.18,334.7970000
3140,Kepler-184 b,0.95 m Kepler Telescope,0.092000,2.360,0.87,610.3260000
3522,Kepler-255 c,0.95 m Kepler Telescope,0.092000,2.990,0.93,1052.5300000
3759,Kepler-336 c,0.95 m Kepler Telescope,0.092000,2.100,1.30,768.8600000
4443,Kepler-768 b,0.95 m Kepler Telescope,0.092000,1.790,0.78,784.5600000
5463,TOI-892 b,0.1 m TESS Telescope,0.092000,11.994,1.39,340.5430000
2324,Kepler-1230 b,0.95 m Kepler Telescope,0.092100,2.710,1.08,1364.2200000
1572,K2-254 c,0.95 m Kepler Telescope,0.092300,2.190,0.67,227.7750000
1622,K2-290 b,0.95 m Kepler Telescope,0.092300,3.060,1.51,272.9090000
3125,Kepler-1828 b,0.95 m Kepler Telescope,0.092400,2.116,0.90,871.8100000
608,HD 130322 b,1.2 m Leonhard Euler Telescope,0.092500,13.700,0.85,31.8766000
4195,Kepler-58 b,0.95 m Kepler Telescope,0.092700,2.780,1.03,969.2520000
4250,Kepler-616 b,0.95 m Kepler Telescope,0.092700,2.430,0.97,945.7750000
2261,Kepler-1181 c,0.95 m Kepler Telescope,0.092800,1.830,1.35,938.4170000
735,HD 160691 d,3.6 m ESO Telescope,0.092860,3.170,1.33,15.5981000
4259,Kepler-62 c,0.95 m Kepler Telescope,0.092900,0.540,0.64,300.8740000
5433,TOI-700 c,0.1 m TESS Telescope,0.092900,2.600,0.42,31.1265000
1328,HIP 8152 b,0.1 m TESS Telescope,0.093000,2.536,0.96,101.6940000
3762,Kepler-337 c,0.95 m Kepler Telescope,0.093000,2.050,1.76,677.9750000
3892,Kepler-388 c,0.95 m Kepler Telescope,0.093000,0.860,0.59,425.0000000
3901,Kepler-392 c,0.95 m Kepler Telescope,0.093000,1.100,1.13,681.4280000
4416,Kepler-750 b,0.95 m Kepler Telescope,0.093000,3.070,1.23,1296.0200000
966,HD 238090 b,Multiple Telescopes,0.093200,2.520,0.57,15.2354000
1468,K2-183 c,0.95 m Kepler Telescope,0.093200,2.300,0.87,329.0410000
2655,Kepler-1476 b,0.95 m Kepler Telescope,0.093200,1.670,0.96,1002.7400000
2875,Kepler-1639 b,0.95 m Kepler Telescope,0.093200,2.580,1.18,1031.3100000
3003,Kepler-1733 b,0.95 m Kepler Telescope,0.093300,3.636,1.25,2080.5100000
4375,Kepler-715 b,0.95 m Kepler Telescope,0.093300,3.750,1.04,1327.4400000
3353,Kepler-20 c,0.95 m Kepler Telescope,0.093600,2.894,0.92,282.5630000
3271,Kepler-1938 b,0.95 m Kepler Telescope,0.093800,1.828,0.66,421.1520000
1829,K2-87 b,0.95 m Kepler Telescope,0.094000,7.600,1.40,491.2420000
2058,Kepler-104 b,0.95 m Kepler Telescope,0.094000,3.100,1.35,400.7850000
2608,Kepler-144 c,0.95 m Kepler Telescope,0.094000,1.350,1.24,384.9170000
3480,Kepler-241 b,0.95 m Kepler Telescope,0.094000,2.330,0.67,512.0000000
3656,Kepler-300 b,0.95 m Kepler Telescope,0.094000,1.670,0.90,1098.4500000
3845,Kepler-369 c,0.95 m Kepler Telescope,0.094000,1.410,0.47,214.0000000
4348,Kepler-69 b,0.95 m Kepler Telescope,0.094000,2.240,0.93,730.6250000
5022,TOI-1064 c,0.1 m TESS Telescope,0.094290,2.651,0.73,68.0726000
314,GJ 9404 b,3.58 m Telescopio Nazionale Galileo,0.094300,3.480,0.63,23.8839000
1372,K2-114 b,0.95 m Kepler Telescope,0.094300,10.447,0.82,475.7580000
3270,Kepler-1937 b,0.95 m Kepler Telescope,0.094300,3.023,1.20,905.0690000
5271,TOI-260 b,0.1 m TESS Telescope,0.094300,1.710,0.61,20.1852000
5528,WASP-117 b,Canon 200mm f/1.8L,0.094590,11.882,1.22,157.9630000
1428,K2-155 c,0.95 m Kepler Telescope,0.094600,2.600,0.58,72.7998000
4756,LHS 1140 b,0.4 m MEarth Telescope,0.094600,1.730,0.22,14.9861000
2614,Kepler-1445 b,0.95 m Kepler Telescope,0.094800,0.960,1.26,506.3570000
3986,Kepler-435 b,0.95 m Kepler Telescope,0.094800,22.310,3.21,1418.7700000
